"","tenure.0.5","tenure.18","tenure.6.17","InternetService.DSL","InternetService.Fiber.optic","InternetService.No","OnlineSecurity.No","OnlineSecurity.No.internet.service","OnlineSecurity.Yes","OnlineBackup.No","OnlineBackup.No.internet.service","OnlineBackup.Yes","DeviceProtection.No","DeviceProtection.No.internet.service","DeviceProtection.Yes","TechSupport.No","TechSupport.No.internet.service","TechSupport.Yes","StreamingTV.No","StreamingTV.No.internet.service","StreamingTV.Yes","StreamingMovies.No","StreamingMovies.No.internet.service","StreamingMovies.Yes","Contract.Month.to.month","Contract.One.year","Contract.Two.year","PaymentMethod.Bank.transfer.(automatic)","PaymentMethod.Credit.card.(automatic)","PaymentMethod.Electronic.check","PaymentMethod.Mailed.check","Partner","Dependents","PaperlessBilling","MonthlyCharges","TotalCharges","tenure.cont","target"
"4460",1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1.17940352250691,-1.41617832596757,-1.27735389150701,"Yes"
"4461",0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.446603074291553,0.0570633234282409,-0.58515685428077,"No"
"4462",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0.978340360978433,0.525530331041898,-0.137264653722616,"No"
"4463",0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.787247273575335,0.0326961422031163,-0.666591799836798,"Yes"
"4464",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.169102677801837,-1.54752006452186,-1.27735389150701,"Yes"
"4465",0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.562920605754308,-0.323341284104408,-0.829461690948854,"Yes"
"4466",0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,-0.488922214473178,0.0848857723511357,-0.0558297081665883,"No"
"4467",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.503100161002034,-0.893498714604657,-1.15520147317297,"Yes"
"4468",0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0.159132603676458,0.77606335032302,0.63636732905965,"No"
"4469",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-1.30812997177515,-0.78287300238505,-0.707309272614812,"Yes"
"4470",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.84208268126492,1.04986977086301,0.717802274615678,"No"
"4471",0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.66838354873,-0.896367569686208,-1.03304905483892,"No"
"4472",0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0.631049445611064,0.73088984554414,0.351345019613552,"Yes"
"4473",0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0.518055272190102,1.22197087283927,1.45071678461993,"No"
"4474",0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1.10795132460836,0.49247601538885,-0.259417072056658,"No"
"4475",0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.379251399094009,0.677675665438971,1.00282458406178,"No"
"4476",1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-1.50254641722004,-1.59335756138108,-1.19591894595098,"No"
"4477",1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-1.45768108365584,-1.90438448234016,-1.27735389150701,"Yes"
"4478",0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,-0.525479152932901,-0.251587798611375,-0.544439381502756,"No"
"4479",1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,-0.351002855738768,-1.28205683466491,-1.19591894595098,"No"
"4480",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-1.33970187317219,0.0695537055671089,1.0842595296178,"No"
"4481",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0.154147566613769,-1.54975769199706,-1.27735389150701,"Yes"
"4482",0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,-0.817934660610685,0.13519383150489,0.392062492391566,"No"
"4483",0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.336932258912384,-0.611327830374623,-1.03304905483892,"Yes"
"4484",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,-1.30148325569157,0.208566422193633,1.40999931184192,"No"
"4485",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.185719468010802,-1.54504621707444,-1.27735389150701,"No"
"4486",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0.895256409933608,1.35314955813339,1.3692818390639,"No"
"4487",0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.812172458888783,1.24635646753729,1.16569447517383,"No"
"4488",1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,-1.35133362631846,-1.53166659261594,-1.15520147317297,"No"
"4489",0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0.312007073598936,0.71829394215167,0.392062492391566,"Yes"
"4490",0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,-0.362634608885044,0.766236475003734,1.28784689350787,"No"
"4491",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1.68953898192214,1.41535830925497,0.880672165727734,"No"
"4492",1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-1.49589970113646,-1.91836316387929,-1.27735389150701,"No"
"4493",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,-1.35299530533936,-0.0738935635775112,0.880672165727734,"No"
"4494",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-1.31145332981695,-0.711478901492685,-0.58515685428077,"No"
"4495",1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.649327914840926,-1.05285819811143,-1.19591894595098,"No"
"4496",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.177411072906319,-1.54628151788561,-1.27735389150701,"Yes"
"4497",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0.830450928118644,1.44336532011155,1.61358667573199,"No"
"4498",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1.10296628754567,1.31528042052853,1.12497700239582,"No"
"4499",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,-1.48759130603197,-1.13635469931014,-0.870179163726868,"No"
"4500",0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0.449926432333345,-0.285161151788667,-0.829461690948854,"Yes"
"4501",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1.30070609103235,1.41845938788247,1.16569447517383,"No"
"4502",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,-1.46432779973942,-0.400702915898119,0.269910074057524,"No"
"4503",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1.06474767006505,1.20397502528001,0.921389638505748,"Yes"
"4504",0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0.984987077062019,0.131095480257612,-0.625874327058784,"Yes"
"4505",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-1.48260626896929,-0.381316109052995,0.188475128501496,"No"
"4506",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,-1.28818982352439,0.204587214605727,1.61358667573199,"No"
"4507",0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0.418354530936312,1.22610189156574,1.61358667573199,"No"
"4508",0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0428150722137027,-0.575900045681735,-0.99233158206091,"No"
"4509",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,-1.49091466407377,-0.781920497276032,-0.422286963168714,"No"
"4510",1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.649327914840926,-1.48072428887198,-1.27735389150701,"Yes"
"4511",0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.112605591091356,0.541797794646219,0.22919260127951,"No"
"4512",0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0.534672062399067,0.0452272255429394,-0.625874327058784,"No"
"4513",0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.356872407163142,1.18974378654996,1.53215173017596,"No"
"4514",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0.920181595247055,1.41693536080939,1.61358667573199,"Yes"
"4515",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.526363667294584,0.39665791091817,-0.17798212650063,"No"
"4516",0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0.612770976381203,-0.13521005391306,-0.707309272614812,"No"
"4517",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0.757337051199198,1.42085356095641,1.61358667573199,"No"
"4518",0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1.15614001621436,-0.134457274548162,-0.870179163726868,"Yes"
"4519",0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.547965494566239,-0.564090296864985,-0.99233158206091,"Yes"
"4520",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1.48349078333097,1.38444777790566,1.00282458406178,"No"
"4521",1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,-1.48925298505287,-1.91589125233026,-1.27735389150701,"Yes"
"4522",0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,-0.638473326353863,0.325713072341668,0.554932383503622,"No"
"4523",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-1.46432779973942,-0.562913694415314,-0.0965471809446023,"No"
"4524",0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.350225691079555,-0.436794212731519,-0.910896636504882,"No"
"4525",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1.14616994208898,0.374419449833499,-0.3815694903907,"Yes"
"4526",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.951753496644089,0.644407608766451,-0.0151122353885743,"No"
"4527",0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.298713641431764,-0.250841436541823,-0.78874421817084,"No"
"4528",0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.521378630231895,0.710282168550508,0.269910074057524,"Yes"
"4529",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0.777277199449956,0.915377400714417,0.473497437947594,"No"
"4530",0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.517170757828418,-0.719874231016959,-0.951614109282896,"No"
"4531",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,-1.49922305917825,-0.0143324189322819,1.40999931184192,"No"
"4532",0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0.484821691772172,-0.490429436535279,-0.951614109282896,"Yes"
"4533",0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.498115123939344,-0.146669199972738,-0.707309272614812,"Yes"
"4534",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1.34224806655477,1.59670047172533,1.57286920295397,"No"
"4535",1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,-0.523817473912004,-1.66476070660864,-1.27735389150701,"No"
"4536",0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1.17275680642332,0.664596728556934,-0.0965471809446023,"Yes"
"4537",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.152485887592872,-1.55000697557278,-1.27735389150701,"Yes"
"4538",0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,-0.49723060957766,-0.34064581446767,-0.625874327058784,"No"
"4539",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.699178285467821,-0.981836261324605,-1.19591894595098,"Yes"
"4540",0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0.496453444918448,1.20585044007233,1.40999931184192,"Yes"
"4541",1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-1.45601940463494,-1.90378926357581,-1.27735389150701,"No"
"4542",1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.472305424264213,-1.65490067068037,-1.27735389150701,"Yes"
"4543",0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0.483160012751275,0.512814892766776,-0.0151122353885743,"No"
"4544",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,-1.50420809624094,-0.371132198483879,0.351345019613552,"No"
"4545",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0.524701988273688,-1.49719331448008,-1.27735389150701,"Yes"
"4546",1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-0.685000338938965,-1.69716559491545,-1.27735389150701,"No"
"4547",0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0.655974630924512,-0.279533342140505,-0.829461690948854,"Yes"
"4548",0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1.35387981970104,1.42495738998783,1.20641194795185,"No"
"4549",0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.649327914840926,0.23968374265072,-0.422286963168714,"Yes"
"4550",0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0.928489990351538,0.101549874339424,-0.625874327058784,"No"
"4551",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,-1.27988142841991,0.295614398295715,1.61358667573199,"No"
"4552",0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1.06973270712774,1.23311260943295,0.962107111283762,"No"
"4553",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-1.47263619484391,-1.26126734663836,-0.951614109282896,"No"
"4554",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1.69618569800572,1.72367051487837,1.61358667573199,"No"
"4555",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1.44361048682945,0.381036108834024,-0.503721908724742,"No"
"4556",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,-1.48094458994839,-0.799676817899838,-0.544439381502756,"No"
"4557",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.0993121589241838,-1.35729928896363,-1.23663641872899,"Yes"
"4558",0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,-0.327739349446217,0.664476913687033,0.83995469294972,"No"
"4559",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.680899816237959,0.412456549074274,-0.218699599278644,"Yes"
"4560",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-1.48260626896929,-1.31217870689235,-1.07376652761694,"No"
"4561",0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0.850391076369402,-0.396129081543338,-0.951614109282896,"No"
"4562",0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,-0.299490806090977,-0.721251271098484,-0.99233158206091,"No"
"4563",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1.65630540150421,1.6774823464888,1.57286920295397,"No"
"4564",0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.508085198064723,-0.345094546171596,-0.910896636504882,"Yes"
"4565",1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-1.48759130603197,-1.91527602788508,-1.27735389150701,"Yes"
"4566",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0.0677402575271502,1.08054125974686,1.57286920295397,"No"
"4567",0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1.18106520152781,1.46979694673783,1.45071678461993,"No"
"4568",0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1.34889478263835,0.804504541430546,0.0663227101674537,"No"
"4569",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.679238137217063,0.373728770831836,-0.259417072056658,"No"
"4570",0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,-0.53046418999559,-0.183753409882287,-0.422286963168714,"Yes"
"4571",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,-1.5224865654708,-1.31202238948495,-1.03304905483892,"No"
"4572",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0.16744099878094,0.0933636467051384,-0.503721908724742,"No"
"4573",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1.3754816469727,1.41195850127874,1.12497700239582,"No"
"4574",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,-1.46931283680211,0.0382058436472814,1.61358667573199,"No"
"4575",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1.36218821480552,1.60804234145242,1.61358667573199,"No"
"4576",1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-1.31311500883784,-1.40994548127089,-1.15520147317297,"No"
"4577",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,-1.49589970113646,-0.911056405995174,-0.666591799836798,"No"
"4578",0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1.33227799242939,1.39495398991304,1.20641194795185,"No"
"4579",0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,-0.12667618791774,-0.520635575018463,-0.910896636504882,"No"
"4580",0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.544642136524446,0.53656127812959,-0.0558297081665883,"No"
"4581",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,-1.51750152840811,0.00609801072193934,1.57286920295397,"No"
"4582",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1.46100444169763,-0.0849371017344703,1.04354205683979,"No"
"4583",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0.843744360285817,1.38170415731081,1.53215173017596,"No"
"4584",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.84208268126492,1.39460614951536,1.57286920295397,"No"
"4585",0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.310345394578039,1.15281895283316,1.49143425739794,"No"
"4586",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.674253100154373,-1.47749559819027,-1.27735389150701,"Yes"
"4587",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1.79422476023861,1.75800497046529,1.61358667573199,"No"
"4588",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0.702501643509614,0.378267964931225,-0.259417072056658,"No"
"4589",0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1.00492722531278,0.6531615213317,0.0256052373894397,"No"
"4590",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,-1.48260626896929,-1.08232422326488,-0.910896636504882,"No"
"4591",0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1.21429878194574,1.29913772556022,1.00282458406178,"No"
